@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute 'Overdrive- Drive' numeric
@attribute Ch-Mix numeric
@attribute 'Rev- space' numeric
@attribute 'Rev - Mix' numeric
@attribute 'Del - Mix' numeric
@attribute 'Distorsion - Drive' numeric

@data
913,'2023/04/18 16:06:48:209',10,1601.653931,1248.457886,177.775131,1170.7854,230.196243,2190.994873,1480.029175,1283.894653,871.663696,577.909424,90.898918,664.52533,137.128433,1252.350708,882.686707,764.2771,677.58844,416.668243,59.881153,503.549469,104.36203,999.905884,714.526062,622.434814,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
914,'2023/04/18 16:06:48:781',10,1536.457275,1337.370972,293.088989,1203.737427,278.505157,2444.864014,2268.161377,2138.790283,960.154724,661.857361,132.184464,644.245483,143.111801,1551.969604,1616.838623,1629.032471,761.236267,512.422241,83.055199,461.342407,99.046692,1302.085571,1385.9198,1430.215454,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
915,'2023/04/18 16:06:49:360',10,1279.137329,875.472107,230.079468,1090.911133,285.263031,2502.265381,1786.904785,1892.738037,783.969299,445.026489,116.257202,616.624451,164.918625,1364.593628,972.738098,1274.479248,625.945251,355.218323,83.609283,452.171356,119.090477,1068.797119,773.819397,1077.221069,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
916,'2023/04/18 16:06:49:938',10,2391.947754,1389.334839,212.115036,1261.869385,236.488235,2574.388428,1983.289063,1787.32019,1687.708374,623.605469,117.14225,639.007263,142.014954,1416.823853,1257.120117,1189.907593,1394.694702,442.799988,81.213402,452.760651,105.991135,1077.091309,1034.656738,999.046021,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
917,'2023/04/18 16:06:50:495',10,1456.120728,1304.839722,270.572815,1055.78894,220.702454,2133.214844,1823.301025,1388.81189,806.030823,589.168762,136.360077,527.423584,131.080017,1062.506958,938.40863,813.036377,626.488159,418.937622,89.985085,372.048767,100.023933,809.515869,719.037292,648.675903,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
918,'2023/04/18 16:06:51:058',10,1854.006226,1097.897827,408.547791,1210.31311,227.19519,2126.873291,1560.828979,1365.18335,1057.598999,515.960999,192.512085,696.419983,131.647934,1007.575684,798.372986,791.664978,820.152039,375.386139,124.639893,521.628845,98.885429,735.662354,582.179504,628.974976,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
919,'2023/04/18 16:06:51:598',10,1543.518311,1385.473267,283.972473,1209.382813,187.690918,2142.125,1565.721191,1260.425049,961.540894,672.596436,137.097336,674.621094,112.645348,1230.693726,901.453552,808.7323,788.087158,500.667175,88.225845,502.684204,84.562157,943.267639,704.486206,675.727173,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
920,'2023/04/18 16:06:52:155',10,1999.713989,1379.001221,299.227875,1204.646851,294.465881,2292.486328,1628.523926,1925.550171,1089.217407,524.134827,154.58107,690.498352,153.975189,1118.156006,893.495178,1183.280884,821.661743,331.028412,103.952133,484.708679,104.893127,795.227661,683.795715,966.659241,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
921,'2023/04/18 16:06:52:709',10,1755.613403,1698.428467,328.087006,1030.865356,222.089706,1629.121094,1434.763428,1214.835938,912.346497,740.910522,167.774109,576.977905,126.721367,822.799744,745.207581,705.948975,665.528625,514.464844,109.620644,414.749725,93.347816,607.333252,539.329651,566.039124,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
922,'2023/04/18 16:06:53:248',10,1611.077637,1691.208618,330.626007,1345.893311,277.392395,2059.807129,1377.4729,1303.698853,914.020996,775.594971,176.048462,765.191467,167.0224,1028.67981,743.44873,733.339844,715.5495,549.413208,119.513374,563.122375,124.975098,753.496521,573.667419,575.437988,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
923,'2023/04/18 16:06:53:783',10,1760.867188,1211.770142,409.115265,1194.213013,276.520081,1833.329834,1560.702637,1393.307251,952.671143,554.51178,230.525742,721.802612,161.389969,956.31427,823.244324,828.864014,738.205627,405.752991,159.342133,530.915771,123.604141,733.500854,641.577881,673.223633,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
924,'2023/04/18 16:06:54:355',10,1447.98645,1604.066162,282.178406,1084.145142,231.992935,1870.173218,1384.838867,1321.073364,879.277771,733.39563,153.225494,574.97998,134.413345,872.304382,761.089722,742.277588,687.87793,533.492798,106.819267,402.38562,98.429298,617.192383,598.422546,581.469116,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
925,'2023/04/18 16:06:54:883',10,1399.771729,1188.980957,312.096619,1039.38208,261.581879,1901.928711,1581.578003,1154.229858,857.883972,517.409729,153.056244,605.454285,145.863663,1005.029114,844.054749,675.269714,684.973877,355.300873,104.63903,451.561035,105.383293,748.215088,640.774841,535.999756,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
926,'2023/04/18 16:06:55:432',10,1799.046143,1311.3125,290.775757,1050.252441,186.99585,2010.549316,1688.425659,1517.453125,1227.656982,617.836487,151.004517,570.820496,108.564857,1194.440186,1106.932495,1128.260864,1028.348755,467.685547,105.843857,413.289886,81.554214,975.865417,936.877747,986.288208,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
927,'2023/04/18 16:06:55:984',10,1782.891724,599.072266,449.591858,952.237671,241.171295,2100.219971,1922.727783,1712.18103,981.969482,277.196777,220.240555,477.279999,135.627548,1146.396729,1058.484619,985.352905,749.806091,212.508987,146.809021,325.473358,96.984932,872.748108,806.747559,778.066406,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
928,'2023/04/18 16:06:56:555',10,2218.830078,848.767029,299.152496,689.705933,288.45871,5835.57666,5940.243652,2545.790283,1107.484619,394.488129,151.965469,376.68045,144.920105,2877.242432,2640.696777,1233.708374,839.75708,302.590881,104.946274,280.14859,98.229095,2197.978516,1730.280151,882.658569,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
929,'2023/04/18 16:06:57:096',10,1260.619507,608.701721,282.415558,367.188202,296.137482,6881.518066,3274.161133,1245.414307,632.745911,255.048004,143.402252,176.769272,168.922256,3104.16748,1621.207153,638.177429,480.613678,175.108032,97.222641,122.764763,124.051994,2148.378418,1154.780151,477.687408,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
930,'2023/04/18 16:06:57:636',10,1113.93042,633.198669,402.365143,641.732971,195.078308,2525.19043,2428.220703,1230.38269,581.701477,277.093811,213.477615,347.516083,116.393089,1345.529419,1382.965454,658.66394,438.697021,202.184692,147.076263,259.491882,86.405693,1027.899048,1019.161499,502.243164,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
931,'2023/04/18 16:06:58:191',10,1826.317505,643.008179,368.584839,1327.092529,271.267151,2037.155762,1575.273315,1644.654541,1117.904419,347.420807,185.675934,672.007751,157.159058,1164.646729,994.458496,955.846985,897.16925,278.741364,124.502708,454.752319,118.052475,905.693604,813.95929,759.234009,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
932,'2023/04/18 16:06:58:743',10,2485.038574,1261.01416,317.214813,955.712341,249.426819,2426.061279,2269.250488,2260.398682,1715.560059,709.009827,160.018723,603.91626,142.652161,1431.369385,1586.301392,1570.94812,1427.290649,548.039246,100.654495,468.917511,105.783333,1130.558105,1319.471069,1300.499023,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
933,'2023/04/18 16:06:59:289',10,1848.371582,896.240112,357.510956,920.546997,248.873444,2396.934814,2028.547485,1612.913696,1095.059692,377.593933,171.56398,571.840576,153.35498,1413.633789,1165.266235,996.585144,849.332336,274.100708,114.323242,464.621796,119.646248,1107.178833,881.234924,773.889038,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
934,'2023/04/18 16:06:59:838',10,1369.14856,860.057739,359.838501,984.552368,246.837128,2081.995605,1523.021729,1250.367188,837.265198,370.270477,178.111389,599.761108,148.343414,1041.184692,810.143616,680.026917,676.064514,265.372406,119.256569,454.692505,112.877327,755.145508,600.764038,519.326782,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
935,'2023/04/18 16:07:00:440',10,1369.329712,823.018799,421.454895,1103.108276,261.134918,2232.502441,1366.690796,1308.468872,796.492676,365.533051,216.577621,572.782898,139.117905,1115.420898,821.141968,803.932556,626.830994,264.485901,139.708572,412.668732,100.911392,800.017334,655.844177,641.491577,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
936,'2023/04/18 16:07:00:971',10,1689.199097,554.046448,284.951538,988.379028,256.823181,1712.0177,1294.282959,1303.184448,950.477478,261.074585,153.467941,563.376343,162.296143,894.416504,763.11499,784.40863,721.361877,198.310837,106.180077,403.759949,124.122086,678.03363,585.853333,609.695068,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
937,'2023/04/18 16:07:01:498',10,1668.435181,1481.591431,318.392548,945.394714,271.296906,2191.673096,1761.04541,1467.030151,881.826477,736.94104,168.404343,514.39801,152.248672,1073.615112,845.994202,794.419678,663.936279,543.941345,119.742264,373.742676,110.2603,775.274414,619.043457,619.438049,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
938,'2023/04/18 16:07:02:048',10,1519.417725,1029.72644,295.678528,842.021545,227.517166,2003.719604,1516.719604,1384.057983,873.220093,454.213715,151.157349,465.614777,139.376953,1042.129883,817.00769,793.970825,682.676453,341.322876,104.12458,326.251282,107.969734,773.387878,637.847046,635.993652,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
939,'2023/04/18 16:07:02:590',10,1618.888184,1715.487793,342.068359,900.883606,233.030182,1861.311646,1279.14502,1217.661011,1008.079102,836.760254,165.251617,473.387024,126.818413,995.127808,766.16156,676.052185,792.908752,604.531677,115.262337,339.571533,89.001534,763.620483,633.680481,536.703918,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
940,'2023/04/18 16:07:03:148',10,1443.740112,886.020081,462.62674,910.046936,247.414795,2069.92334,1790.274048,1355.034058,926.779541,449.959595,226.952774,515.977417,161.713394,1107.453613,1016.788147,852.204712,742.922729,354.176758,156.68634,383.577576,129.378357,854.688232,777.272644,684.428406,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
941,'2023/04/18 16:07:03:702',10,1627.457886,742.87561,273.908447,983.101379,244.687302,1643.723145,1590.593506,1221.807495,997.780396,361.042297,135.028549,563.104675,128.565613,965.73114,939.289612,762.780212,793.015259,275.699554,89.5252,415.924927,91.714928,737.209778,746.086609,624.357422,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
942,'2023/04/18 16:07:04:259',10,1517.434204,831.489136,365.497559,843.776062,289.204834,2023.609375,1683.430786,1197.602051,954.598877,411.658905,184.047943,464.815643,153.509125,1214.271606,1069.974731,780.697449,785.920532,314.899628,123.866692,350.823273,103.520271,983.601624,894.384033,657.78302,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
943,'2023/04/18 16:07:04:796',10,1528.18335,1283.084229,367.005402,977.590271,222.334717,1824.119263,1529.48999,1167.170776,895.132141,544.26593,175.499619,568.772827,125.803444,920.493774,838.86377,668.998047,718.724609,373.027466,120.521309,432.560333,93.934761,693.140381,646.837036,527.273987,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
944,'2023/04/18 16:07:05:392',10,1344.273438,717.890747,439.656006,1021.171936,270.961792,1915.315796,1670.079834,1262.843384,795.141602,292.148743,218.159973,545.432983,151.084305,1024.631348,918.748596,821.094604,611.442322,211.900467,145.150482,397.672485,106.86982,771.249451,703.615723,672.020508,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
945,'2023/04/18 16:07:05:920',10,1756.716675,1179.206543,344.285461,964.949951,253.132431,2080.323975,1802.265625,1505.448242,915.518677,486.905731,177.031265,546.788879,145.014267,1017.986877,930.650391,818.979004,666.579651,327.611237,123.835083,395.897491,107.108681,715.800842,686.167664,626.571411,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
946,'2023/04/18 16:07:06:501',10,1376.714844,1308.450317,313.876862,1041.546631,284.705139,2049.703125,1778.813721,1145.887329,821.062744,577.521606,177.330475,554.320496,170.01004,962.154785,834.107239,655.069031,643.319519,403.335419,127.071129,409.308594,125.655174,700.650208,603.769287,544.446411,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
947,'2023/04/18 16:07:07:069',10,1843.237305,1205.32312,301.534973,847.195435,266.002319,2294.452881,1910.366577,1714.716675,1091.885864,556.856201,144.846237,461.123291,153.931702,1162.993286,1017.621094,947.420654,848.117371,405.772369,93.800293,330.983643,112.412918,838.911133,763.172363,716.972412,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
948,'2023/04/18 16:07:07:613',10,1365.194946,850.208984,281.497833,851.186035,257.630249,1639.61438,1273.779907,1069.157593,814.775879,332.300079,152.785126,512.944397,143.705704,794.0672,626.66925,619.261719,643.663452,217.479843,107.509247,406.185913,97.399963,582.031128,473.016632,492.592834,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
949,'2023/04/18 16:07:08:159',10,1515.244751,1123.666138,431.859711,977.496704,247.288528,1773.818359,1711.817017,1569.219482,942.998169,544.905273,224.545547,500.61377,141.932465,963.858276,948.445435,896.293701,760.279602,401.874664,154.053101,322.064667,103.531509,744.585754,731.533936,684.484009,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
950,'2023/04/18 16:07:08:729',10,1654.781372,625.446716,378.9039,1107.366943,219.833527,2030.141113,1521.27417,1315.388794,980.154419,294.675507,178.600922,622.266785,126.778831,1069.913208,858.428528,826.727844,793.496094,224.345016,115.542831,448.808228,97.041084,819.543762,682.839905,698.75708,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
951,'2023/04/18 16:07:09:301',10,1373.658081,692.277527,302.490173,1012.753235,212.697418,2094.654297,1495.986084,1281.643433,790.692688,323.048737,147.89566,574.174316,129.194473,1026.771362,838.185059,728.108521,615.194702,239.543106,102.546623,428.741821,99.421539,743.426147,642.150146,564.106689,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
952,'2023/04/18 16:07:09:841',10,1921.55481,1317.481323,373.319946,984.564209,295.393646,2162.330322,1754.07251,1576.235962,1192.133057,561.535645,190.980408,604.703552,168.230957,1102.740845,1052.811035,994.90271,946.714661,398.06485,124.091469,488.391785,122.800919,837.100647,861.184143,827.174377,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
953,'2023/04/18 16:07:10:413',10,1450.313721,1310.848877,419.137573,1219.14502,265.988647,2087.384033,1389.444214,1063.579224,841.023621,576.746277,208.034576,720.423157,154.977188,1002.298584,789.628967,664.109192,654.255798,400.799133,150.415405,539.509155,113.916779,711.413391,612.62323,541.224426,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
954,'2023/04/18 16:07:10:997',10,1576.436646,796.030518,428.169373,1062.529541,241.357986,2291.671387,1626.365112,1464.242554,923.271301,339.363708,227.735352,654.5625,139.509262,1123.589722,905.91687,846.316772,716.461914,246.844391,157.049896,506.798279,102.376854,812.693726,685.733643,679.838867,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
955,'2023/04/18 16:07:11:581',10,1251.230225,757.92395,385.663544,1132.031982,255.240005,1852.318604,1302.685303,1111.341187,756.370178,273.22583,215.008698,699.739746,136.740097,857.36438,680.085144,627.700378,597.680969,175.865768,154.86499,531.659912,96.399109,595.153564,521.774902,492.005463,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
956,'2023/04/18 16:07:12:131',10,1302.379272,1865.551147,381.399017,676.882813,238.968246,1747.752686,1244.603638,1161.840454,714.227356,861.435486,189.914261,379.517395,145.844406,892.955078,695.266479,683.530701,549.6651,603.827332,117.773819,275.287323,107.565994,642.406677,538.358765,542.843994,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
957,'2023/04/18 16:07:12:711',10,1405.447754,1117.213745,350.908844,717.451172,208.490982,1805.874756,1520.52002,1168.328369,817.80011,459.502563,163.331116,385.686462,126.872871,938.903564,847.327332,669.938477,657.807617,322.23764,107.249672,280.489624,94.36908,696.530151,664.217285,528.986389,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
958,'2023/04/18 16:07:13:289',10,1686.40918,1504.120972,412.743347,887.795593,268.880859,1905.85498,1181.434204,1374.507202,891.875916,610.782532,199.260483,462.745514,142.732056,947.139221,669.165649,793.212158,666.401062,398.33725,128.625122,327.652832,99.108734,679.912964,522.725647,638.700012,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
959,'2023/04/18 16:07:13:816',10,1302.181152,803.840698,437.914276,924.260986,218.710907,1908.031616,1565.883179,1202.102051,686.419739,458.32312,214.757904,507.661285,122.633728,1009.46759,760.977783,711.658569,531.486511,364.288574,143.862762,363.623688,88.699463,760.541016,544.096375,576.517578,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
960,'2023/04/18 16:07:14:369',10,1776.507324,641.576355,305.975006,1217.095459,175.31163,2245.211426,1782.576782,1737.622559,992.414185,313.53598,153.993912,679.358032,109.217415,1120.004028,991.426575,972.426208,752.504028,238.272018,105.154686,484.006622,81.506676,810.390808,766.192017,763.479919,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
961,'2023/04/18 16:07:14:914',10,1570.341553,1141.963745,330.74411,897.931702,221.986786,1993.553101,1487.831909,1351.170288,940.227905,494.728119,171.799545,478.121338,128.728119,1063.775879,945.342896,861.547913,770.119812,348.517426,113.48584,337.256104,93.524239,819.089111,787.713989,721.762939,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
962,'2023/04/18 16:07:15:461',10,1474.505493,1528.369263,367.197601,794.203552,266.788849,1906.668457,1585.897339,1353.771851,895.403809,594.937561,185.786026,467.762665,131.845306,985.820496,837.102295,888.507996,715.721985,396.765259,125.756332,359.253784,90.538788,742.903076,648.898499,736.109985,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
963,'2023/04/18 16:07:16:027',10,1459.899536,873.108093,459.364105,761.402283,223.990875,2166.598633,1666.168335,1367.455566,911.515686,403.314026,220.180542,403.85257,129.07077,1103.329468,986.104614,938.700317,753.606689,297.276001,138.348801,286.058746,97.170418,835.314636,795.143127,813.280701,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
964,'2023/04/18 16:07:16:610',10,2043.059326,611.019531,338.558746,859.406128,283.130768,2224.296387,1855.938599,2026.8302,1180.242065,298.316315,172.156876,485.228394,155.336121,1147.741333,1030.927734,1267.177124,937.372192,238.909683,121.030533,350.752625,106.777069,880.846619,826.2724,1052.253052,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
965,'2023/04/18 16:07:17:163',10,1541.952515,1649.780518,314.489838,885.73584,223.468246,1918.487427,1502.682129,1281.546509,901.310425,830.358582,157.849884,514.875122,132.578659,970.917542,805.818848,774.286865,686.100525,580.506714,105.133667,386.529175,102.079094,710.018738,607.509644,600.072449,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
966,'2023/04/18 16:07:17:703',10,1702.630615,1132.187866,243.093323,598.335022,205.493164,1752.627441,1676.204468,1465.391357,995.402161,578.512146,129.037308,352.515625,122.797234,1019.345886,990.347595,915.891174,786.512878,434.642212,93.363007,276.053497,89.22905,819.485779,808.040161,758.721313,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
967,'2023/04/18 16:07:18:251',10,1692.730835,1054.791016,291.672791,670.880615,201.491501,2208.352295,1672.324707,1823.354614,886.626648,480.862,141.885757,380.663879,101.501511,1082.050903,901.651855,1071.949707,689.979187,355.416412,99.028938,291.763855,72.782593,811.170532,715.366882,889.798462,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
968,'2023/04/18 16:07:18:798',10,1889.715698,931.670166,428.846283,720.092285,168.854874,2413.635254,1891.874023,2016.617798,1123.566162,466.636566,204.017853,373.365356,106.778809,1262.517578,1177.087158,1232.380371,894.706116,357.54129,129.819748,263.311676,84.091095,959.687378,962.869873,996.562744,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
969,'2023/04/18 16:07:19:345',10,1263.483032,892.012329,365.700012,392.474152,230.75795,4665.543945,2599.208496,2205.625,599.666809,338.51767,193.153305,188.667984,121.809464,2116.615967,1411.987061,1032.76709,454.138,209.837387,130.368286,129.210297,84.69429,1361.65271,1073.920288,700.601074,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
970,'2023/04/18 16:07:19:910',10,1353.792969,495.577423,274.188904,313.934113,193.953506,4096.610352,2119.363281,2990.985107,660.544373,219.880829,130.435104,158.93013,111.374664,1788.737915,985.583252,1275.944458,506.360321,163.904556,83.800407,111.443565,80.897125,1230.086792,683.070496,819.961365,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
971,'2023/04/18 16:07:20:502',10,1415.167114,574.690002,163.325836,304.493011,192.2229,5377.518066,2211.896484,1862.976318,648.023621,243.806793,82.993073,134.403656,116.116959,2240.013672,888.426392,881.363708,486.189392,173.118469,54.924305,85.682701,91.088211,1447.159668,616.079285,643.774658,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
972,'2023/04/18 16:07:21:065',10,1250.071167,517.309631,170.95491,335.585632,351.628021,4860.983887,1607.88269,1414.618896,598.431824,222.006485,94.66571,138.935776,198.783722,1714.356934,698.723938,725.205566,454.521698,159.163132,67.010887,86.364433,145.901581,881.87384,486.345367,548.719543,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
973,'2023/04/18 16:07:21:639',10,1380.038452,517.435791,153.895737,272.59201,362.372986,4676.720215,1392.330444,1127.385986,633.272949,228.177887,83.32402,120.258438,206.816559,1599.328369,631.268738,609.92627,477.948303,170.678421,57.293739,77.966248,157.54071,789.388672,470.014465,497.842621,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
974,'2023/04/18 16:07:22:241',10,1321.136108,504.940094,196.364624,214.753601,352.366364,4476.282715,1378.597656,1111.985596,598.770935,209.734909,91.574936,97.682877,188.845688,1527.394775,612.876282,566.733398,447.89798,149.776291,56.514488,64.535126,130.044083,740.531128,439.292297,456.054504,0.496063,0.304942,0.504239,0.586614,0.562992,0.496063
986,'2023/04/18 17:03:57:960',12,652.720337,544.889099,213.127975,296.3992,268.241913,3472.468506,1065.521729,522.677917,401.168915,211.521973,105.237717,151.663177,149.732315,1227.516357,525.41449,309.355347,334.892517,138.632401,68.474625,108.725342,111.856918,663.145691,410.355286,259.383087,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
987,'2023/04/18 17:03:58:501',12,867.23291,553.213196,233.553253,395.638855,246.940994,4115.148438,1234.45813,1086.739014,472.455688,217.007828,111.8041,254.528687,139.120285,1621.79834,610.372375,564.813843,382.860199,143.076996,71.724327,202.656586,103.339142,998.412231,452.682343,435.688995,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
988,'2023/04/18 17:03:59:074',12,952.918396,562.673828,300.777588,481.102356,243.844864,4488.193848,3391.4104,1549.253906,524.608398,232.103378,145.3759,259.119873,131.931519,2185.39502,1309.998047,772.829285,405.787292,157.612503,88.375534,190.438568,92.278694,1576.220093,856.898682,558.702942,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
989,'2023/04/18 17:03:59:640',12,864.671082,1030.392334,264.092133,379.366394,372.881012,3839.844727,3626.227051,1083.035156,489.063843,707.464783,129.379196,187.211243,205.54422,1778.099487,2081.316895,598.454956,381.377136,593.186646,85.155434,132.374176,153.057999,1216.617188,1577.349243,464.552979,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
990,'2023/04/18 17:04:00:213',12,1429.331055,1675.359741,418.621124,718.189087,445.476288,2502.609375,3635.924072,1108.25647,799.070679,911.093079,202.630127,360.533203,231.950546,1200.090454,2081.387695,604.808594,621.406067,707.623962,129.660049,248.281067,165.839325,813.595825,1526.489258,485.566559,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
991,'2023/04/18 17:04:00:757',12,1443.233276,619.230469,497.896545,1118.307129,314.181091,2001.465576,1426.554321,1162.454712,773.703369,274.131836,243.12056,576.459229,179.340424,1030.543091,732.690735,644.895691,598.720093,195.364258,158.726273,414.35257,128.790695,731.040588,552.542236,514.043213,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
992,'2023/04/18 17:04:01:304',12,3774.985107,781.927551,765.006653,2700.673096,388.820435,1967.878784,1787.268311,1442.297119,2294.130615,412.699066,389.500122,1409.499756,221.827454,1083.585083,936.46283,794.070984,1827.304932,318.593872,279.344727,975.136841,160.555023,813.892944,687.022827,610.642456,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
993,'2023/04/18 17:04:01:946',12,1993.118896,539.12677,529.049194,2103.953125,633.668335,2892.088623,1643.12207,1418.503296,1222.51001,231.65184,263.2005,1162.684326,394.897858,1445.428467,891.788452,770.254089,969.327515,164.995071,174.301437,862.249268,320.775391,1039.84729,653.86792,586.846252,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
994,'2023/04/18 17:04:02:476',12,2337.204834,551.148132,469.339691,1303.923828,308.00943,2894.674561,2425.905762,1477.711792,1164.900146,238.590179,242.724579,767.522522,191.267044,1287.573853,1262.887451,747.57843,861.744263,169.596924,159.961349,594.600342,146.321594,896.892273,904.355347,552.184021,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
995,'2023/04/18 17:04:03:040',12,1384.947754,536.73999,471.8909,999.082886,517.629822,4293.032715,2851.050537,1380.312134,807.297607,214.314728,238.989166,584.524658,288.467834,2104.411133,1354.769653,716.674072,640.046509,139.381241,164.077194,451.052551,209.539597,1529.020996,908.022766,540.408752,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
996,'2023/04/18 17:04:03:593',12,1322.463867,533.853027,407.390442,1157.364624,307.858673,3756.52417,2251.59082,1509.631348,754.645142,218.284286,208.618958,715.402832,178.012436,1615.883667,1219.501343,712.250916,573.957947,147.957214,148.253799,559.776428,134.506409,1112.900879,874.76001,510.62088,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
997,'2023/04/18 17:04:04:165',12,2219.250977,638.797424,471.196869,1373.715088,1515.143188,2945.872314,1832.049438,1441.831421,1428.120117,374.348694,229.542877,870.633667,660.608398,1430.472168,996.695374,928.579895,1184.840698,316.124847,148.786163,672.762695,461.380585,1082.353149,764.387939,777.570374,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
998,'2023/04/18 17:04:04:721',12,6080.134277,836.137817,412.656433,1271.795044,405.002716,2300.985107,1972.084717,1867.88623,2639.341064,447.009583,234.955658,681.882629,209.25206,1210.779663,1072.188354,1028.36792,1972.044556,341.904449,175.995087,473.08197,151.487793,949.569763,835.140137,803.533203,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
999,'2023/04/18 17:04:05:299',12,1818.576172,560.670227,720.820129,2170.412109,377.062775,2002.46875,1354.205933,1201.770386,1130.101685,247.755905,354.859253,1114.545776,209.738113,1016.677002,761.535461,684.612671,897.930054,175.909912,243.00383,786.063538,163.662506,732.694702,584.244324,538.363953,0.21315,0.350394,0.492913,0.350394,0.358268,0.102362
