TIMESTAMP;STREAM_ID;SEQUENCE; Brachioradialis  Sx ; Brachioradialis  Dx ; Extensor Carpi Radialis Sx ; Extensor Carpi Radialis  Dx ; Triceps brachii Long Head Dx ; Deltoid  Lateral  Dx ; Abductor digiti minimi (hand) Sx ; Abductor digiti minimi (hand) Dx 
nan;96;18883;14307;14706;160;242;-13026;-1086;8098;-14448
nan;96;18885;9015;9530;184;179;-8621;-931;2834;-9321
nan;96;18887;10217;10724;219;54;-9598;-654;2739;-10605
nan;96;18889;9137;8837;219;37;-8669;-684;2110;-8961
nan;96;18891;4588;3800;177;35;-3745;-427;-58;-4033
nan;96;18893;3535;2569;205;58;-1695;-202;-538;-2545
nan;96;18895;1243;-877;171;20;1202;343;-1619;884
nan;96;18897;-4963;-6999;96;56;6295;736;-3608;6836
nan;96;18899;-8699;-8981;69;86;7721;1247;-4842;8683
nan;96;18901;-10242;-9608;247;-184;7217;2439;-5230;9274
nan;96;18903;-14927;-15467;347;-234;12309;2440;-7043;14870
nan;96;18905;-21834;-23607;466;102;22537;1356;-10946;23561
nan;96;18907;-23598;-25922;501;19;28757;782;-11527;26037
nan;96;18909;-19242;-18172;319;-82;20387;781;-8488;18316
nan;96;18911;-9070;-5989;311;13;6199;1447;-2362;6139
nan;96;18913;-4660;-2751;397;162;2944;1629;512;2862
nan;96;18915;-37;2033;230;118;1136;1246;3442;-1865
nan;96;18917;9513;10552;69;47;-4802;809;7747;-10324
nan;96;18919;14178;15051;-187;95;-12856;991;9146;-14913
nan;96;18921;16768;17640;-515;71;-18982;732;10140;-17729
nan;96;18923;14077;14001;-901;16;-17235;377;6743;-14150
nan;96;18925;8822;8887;-770;-12;-12019;-200;1853;-9122
nan;96;18927;10150;11194;-133;-106;-12117;-828;1940;-11035
nan;96;18929;9131;9965;188;-89;-10464;-979;1337;-9829
nan;96;18931;4661;5721;499;-124;-5564;-779;-750;-5683
nan;96;18933;3236;4653;950;-228;-3942;-1214;-1572;-4629
nan;96;18935;502;1650;914;-163;-1487;-1751;-3166;-1729
nan;96;18937;-5725;-5150;660;-92;5156;-2082;-5223;4908
nan;96;18939;-9153;-9129;363;1;8795;-2043;-6020;8985
nan;96;18941;-9648;-10752;-187;-31;10822;-1500;-5480;10662
