@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
384,'2023/04/07 18:24:11:512',4,0.661538,0.636923,0.483077,0.52,0.581538,0.606154,0.421538,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
385,'2023/04/07 18:24:11:913',4,0.667692,0.649231,0.476923,0.52,0.563077,0.507692,0.470769,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
386,'2023/04/07 18:24:12:314',4,0.643077,0.606154,0.421538,0.587692,0.544615,0.52,0.446154,0.427692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
387,'2023/04/07 18:24:12:717',4,0.716923,0.569231,0.532308,0.630769,0.501538,0.52,0.427692,0.495385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
388,'2023/04/07 18:24:13:116',4,0.489231,0.612308,0.495385,0.575385,0.526154,0.489231,0.526154,0.452308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
389,'2023/04/07 18:24:13:518',4,0.396923,0.513846,0.507692,0.495385,0.550769,0.452308,0.458462,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
390,'2023/04/07 18:24:13:918',4,0.538462,0.649231,0.464615,0.476923,0.526154,0.470769,0.52,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
391,'2023/04/07 18:24:14:319',4,0.6,0.649231,0.507692,0.550769,0.495385,0.446154,0.532308,0.452308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
392,'2023/04/07 18:24:14:722',4,0.618462,0.581538,0.563077,0.495385,0.575385,0.446154,0.581538,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
393,'2023/04/07 18:24:15:122',4,0.556923,0.704615,0.544615,0.581538,0.550769,0.526154,0.52,0.513846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
394,'2023/04/07 18:24:15:521',4,0.556923,0.575385,0.403077,0.6,0.624615,0.507692,0.446154,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
395,'2023/04/07 18:24:15:922',4,0.538462,0.76,0.464615,0.501538,0.563077,0.526154,0.544615,0.526154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
396,'2023/04/07 18:24:16:324',4,0.624615,0.649231,0.446154,0.581538,0.612308,0.489231,0.495385,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
397,'2023/04/07 18:24:16:725',4,0.612308,0.667692,0.476923,0.569231,0.532308,0.433846,0.507692,0.556923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
398,'2023/04/07 18:24:17:128',4,0.556923,0.636923,0.433846,0.544615,0.544615,0.464615,0.427692,0.532308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
399,'2023/04/07 18:24:17:528',4,0.593846,0.612308,0.532308,0.550769,0.612308,0.507692,0.630769,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
400,'2023/04/07 18:24:17:930',4,0.636923,0.612308,0.495385,0.556923,0.513846,0.470769,0.526154,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
401,'2023/04/07 18:24:18:331',4,0.593846,0.704615,0.532308,0.507692,0.544615,0.556923,0.452308,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
402,'2023/04/07 18:24:18:731',4,0.575385,0.618462,0.476923,0.52,0.501538,0.569231,0.538462,0.421538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
403,'2023/04/07 18:24:19:132',4,0.446154,0.636923,0.483077,0.513846,0.526154,0.538462,0.470769,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
404,'2023/04/07 18:24:19:534',4,0.526154,0.630769,0.458462,0.538462,0.612308,0.532308,0.464615,0.563077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
405,'2023/04/07 18:24:19:938',4,0.612308,0.68,0.501538,0.587692,0.569231,0.495385,0.526154,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
406,'2023/04/07 18:24:20:334',4,0.6,0.575385,0.464615,0.606154,0.532308,0.52,0.569231,0.587692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
407,'2023/04/07 18:24:20:740',4,0.612308,0.649231,0.513846,0.569231,0.538462,0.483077,0.476923,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
408,'2023/04/07 18:24:21:138',4,0.476923,0.618462,0.452308,0.587692,0.587692,0.458462,0.483077,0.532308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
409,'2023/04/07 18:24:21:540',4,0.415385,0.575385,0.458462,0.563077,0.624615,0.624615,0.458462,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
410,'2023/04/07 18:24:21:940',4,0.612308,0.673846,0.513846,0.538462,0.544615,0.513846,0.532308,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
411,'2023/04/07 18:24:22:341',4,0.673846,0.735385,0.458462,0.476923,0.563077,0.452308,0.513846,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
412,'2023/04/07 18:24:22:743',4,0.624615,0.661538,0.513846,0.544615,0.495385,0.476923,0.433846,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
413,'2023/04/07 18:24:23:141',4,0.569231,0.618462,0.532308,0.661538,0.495385,0.513846,0.526154,0.526154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
414,'2023/04/07 18:24:23:543',4,0.421538,0.624615,0.458462,0.606154,0.6,0.501538,0.569231,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
415,'2023/04/07 18:24:23:944',4,0.556923,0.6,0.433846,0.489231,0.556923,0.532308,0.470769,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
416,'2023/04/07 18:24:24:344',4,0.587692,0.686154,0.495385,0.52,0.556923,0.470769,0.396923,0.446154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
417,'2023/04/07 18:24:24:747',4,0.6,0.667692,0.433846,0.612308,0.483077,0.483077,0.643077,0.52,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
418,'2023/04/07 18:24:25:149',4,0.6,0.6,0.44,0.581538,0.563077,0.495385,0.544615,0.587692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
419,'2023/04/07 18:24:25:549',4,0.507692,0.550769,0.421538,0.464615,0.495385,0.513846,0.649231,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
420,'2023/04/07 18:24:25:950',4,0.507692,0.692308,0.458462,0.513846,0.489231,0.532308,0.569231,0.513846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
421,'2023/04/07 18:29:07:083',5,0.673846,0.747692,0.501538,0.575385,0.618462,0.507692,0.335385,0.723077,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
422,'2023/04/07 18:29:07:486',5,0.6,0.612308,0.458462,0.52,0.587692,0.544615,0.513846,0.513846,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
423,'2023/04/07 18:29:07:912',5,0.618462,0.643077,0.483077,0.587692,0.538462,0.532308,0.538462,0.44,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
424,'2023/04/07 18:29:08:286',5,0.606154,0.661538,0.446154,0.612308,0.563077,0.550769,0.446154,0.483077,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
425,'2023/04/07 18:29:08:692',5,0.643077,0.692308,0.52,0.526154,0.526154,0.538462,0.415385,0.44,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
426,'2023/04/07 18:29:09:087',5,0.581538,0.655385,0.538462,0.636923,0.507692,0.452308,0.476923,0.501538,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
427,'2023/04/07 18:29:09:490',5,0.643077,0.753846,0.544615,0.581538,0.575385,0.538462,0.415385,0.470769,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
428,'2023/04/07 18:29:09:891',5,0.630769,0.729231,0.495385,0.606154,0.606154,0.433846,0.415385,0.489231,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
429,'2023/04/07 18:29:10:292',5,0.618462,0.68,0.483077,0.741538,0.569231,0.458462,0.421538,0.526154,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
430,'2023/04/07 18:29:10:692',5,0.495385,0.716923,0.483077,0.507692,0.612308,0.544615,0.476923,0.550769,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
431,'2023/04/07 18:29:11:096',5,0.636923,0.790769,0.489231,0.532308,0.532308,0.446154,0.415385,0.44,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
432,'2023/04/07 18:29:11:496',5,0.698462,0.692308,0.489231,0.581538,0.612308,0.538462,0.544615,0.501538,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
433,'2023/04/07 18:29:11:895',5,0.630769,0.741538,0.501538,0.550769,0.6,0.495385,0.409231,0.446154,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
434,'2023/04/07 18:29:12:294',5,0.6,0.649231,0.513846,0.593846,0.575385,0.52,0.483077,0.483077,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
435,'2023/04/07 18:29:12:698',5,0.6,0.624615,0.458462,0.544615,0.593846,0.593846,0.421538,0.507692,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
436,'2023/04/07 18:29:13:097',5,0.587692,0.643077,0.489231,0.476923,0.569231,0.458462,0.433846,0.495385,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
437,'2023/04/07 18:29:13:502',5,0.643077,0.76,0.464615,0.593846,0.569231,0.501538,0.476923,0.52,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
438,'2023/04/07 18:29:13:900',5,0.593846,0.581538,0.587692,0.526154,0.550769,0.427692,0.489231,0.532308,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
439,'2023/04/07 18:29:14:303',5,0.464615,0.538462,0.458462,0.501538,0.501538,0.489231,0.452308,0.513846,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
440,'2023/04/07 18:29:14:702',5,0.612308,0.630769,0.452308,0.569231,0.593846,0.513846,0.44,0.501538,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
441,'2023/04/07 18:29:15:101',5,0.661538,0.686154,0.532308,0.606154,0.544615,0.421538,0.415385,0.587692,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
442,'2023/04/07 18:29:15:508',5,0.667692,0.76,0.52,0.612308,0.569231,0.476923,0.44,0.464615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
443,'2023/04/07 18:29:15:906',5,0.624615,0.661538,0.538462,0.526154,0.612308,0.501538,0.464615,0.618462,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
444,'2023/04/07 18:29:16:306',5,0.569231,0.655385,0.507692,0.556923,0.6,0.52,0.464615,0.489231,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
445,'2023/04/07 18:29:16:706',5,0.483077,0.593846,0.489231,0.532308,0.581538,0.495385,0.476923,0.550769,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
446,'2023/04/07 18:29:17:110',5,0.495385,0.550769,0.483077,0.532308,0.575385,0.507692,0.550769,0.526154,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
447,'2023/04/07 18:29:17:509',5,0.655385,0.643077,0.550769,0.6,0.581538,0.507692,0.464615,0.52,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
448,'2023/04/07 18:29:17:911',5,0.698462,0.809231,0.52,0.630769,0.544615,0.507692,0.390769,0.606154,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
449,'2023/04/07 18:29:18:312',5,0.667692,0.723077,0.563077,0.618462,0.556923,0.464615,0.476923,0.544615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
450,'2023/04/07 18:29:18:713',5,0.673846,0.729231,0.470769,0.68,0.513846,0.415385,0.483077,0.575385,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
451,'2023/04/07 18:29:19:112',5,0.686154,0.735385,0.501538,0.612308,0.587692,0.470769,0.452308,0.483077,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
452,'2023/04/07 18:29:19:514',5,0.723077,0.753846,0.476923,0.550769,0.569231,0.483077,0.446154,0.544615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
453,'2023/04/07 18:29:19:915',5,0.692308,0.704615,0.507692,0.52,0.581538,0.581538,0.421538,0.556923,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
454,'2023/04/07 18:29:20:317',5,0.606154,0.747692,0.476923,0.587692,0.606154,0.483077,0.409231,0.532308,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
455,'2023/04/07 18:29:20:720',5,0.673846,0.698462,0.495385,0.483077,0.643077,0.550769,0.476923,0.513846,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
456,'2023/04/07 18:29:21:120',5,0.698462,0.692308,0.501538,0.538462,0.593846,0.483077,0.52,0.458462,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
457,'2023/04/07 18:29:21:522',5,0.649231,0.532308,0.446154,0.661538,0.569231,0.476923,0.421538,0.538462,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
458,'2023/04/07 18:29:21:923',5,0.507692,0.655385,0.464615,0.513846,0.556923,0.538462,0.458462,0.581538,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
459,'2023/04/07 18:29:22:322',5,0.489231,0.661538,0.501538,0.563077,0.593846,0.544615,0.489231,0.495385,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
460,'2023/04/07 18:29:22:726',5,0.563077,0.581538,0.446154,0.593846,0.575385,0.495385,0.470769,0.513846,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
461,'2023/04/07 18:29:23:125',5,0.649231,0.624615,0.513846,0.618462,0.6,0.483077,0.513846,0.501538,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
462,'2023/04/07 18:29:23:527',5,0.618462,0.698462,0.495385,0.563077,0.624615,0.489231,0.415385,0.532308,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
463,'2023/04/07 18:29:23:926',5,0.667692,0.630769,0.464615,0.569231,0.52,0.52,0.476923,0.52,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
464,'2023/04/07 18:29:24:328',5,0.692308,0.710769,0.538462,0.526154,0.550769,0.483077,0.501538,0.544615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
465,'2023/04/07 18:29:24:726',5,0.495385,0.606154,0.501538,0.624615,0.575385,0.452308,0.458462,0.544615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
466,'2023/04/07 18:29:25:132',5,0.415385,0.593846,0.52,0.52,0.495385,0.433846,0.458462,0.538462,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
467,'2023/04/07 18:29:25:529',5,0.544615,0.618462,0.489231,0.507692,0.606154,0.483077,0.396923,0.581538,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
468,'2023/04/07 18:29:25:933',5,0.630769,0.661538,0.489231,0.587692,0.544615,0.513846,0.458462,0.52,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
469,'2023/04/07 18:29:26:332',5,0.729231,0.766154,0.538462,0.673846,0.581538,0.52,0.458462,0.458462,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
470,'2023/04/07 18:29:26:734',5,0.710769,0.741538,0.495385,0.753846,0.606154,0.563077,0.464615,0.513846,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
471,'2023/04/07 18:29:27:134',5,0.747692,0.723077,0.507692,0.507692,0.550769,0.470769,0.489231,0.52,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
472,'2023/04/07 18:29:27:537',5,0.753846,0.655385,0.495385,0.52,0.556923,0.470769,0.44,0.587692,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
473,'2023/04/07 18:29:27:937',5,0.630769,0.741538,0.587692,0.427692,0.563077,0.483077,0.464615,0.538462,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
474,'2023/04/07 18:29:28:345',5,0.575385,0.624615,0.483077,0.612308,0.538462,0.476923,0.464615,0.569231,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
475,'2023/04/07 18:29:28:740',5,0.427692,0.692308,0.501538,0.643077,0.661538,0.507692,0.489231,0.507692,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
476,'2023/04/07 18:29:29:138',5,0.649231,0.692308,0.470769,0.612308,0.593846,0.550769,0.587692,0.513846,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
477,'2023/04/07 18:29:29:539',5,0.587692,0.753846,0.489231,0.52,0.612308,0.483077,0.470769,0.476923,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
478,'2023/04/07 18:29:29:941',5,0.593846,0.686154,0.452308,0.538462,0.563077,0.495385,0.464615,0.526154,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
479,'2023/04/07 18:29:30:344',5,0.624615,0.655385,0.489231,0.587692,0.538462,0.507692,0.556923,0.526154,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
480,'2023/04/07 18:29:30:743',5,0.538462,0.68,0.470769,0.544615,0.563077,0.489231,0.489231,0.501538,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
481,'2023/04/07 18:29:31:148',5,0.532308,0.68,0.483077,0.476923,0.556923,0.550769,0.470769,0.464615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
482,'2023/04/07 18:29:31:546',5,0.544615,0.630769,0.489231,0.513846,0.581538,0.464615,0.550769,0.569231,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
483,'2023/04/07 18:29:31:947',5,0.655385,0.735385,0.464615,0.52,0.630769,0.532308,0.464615,0.470769,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
484,'2023/04/07 18:29:32:349',5,0.6,0.655385,0.464615,0.575385,0.569231,0.593846,0.458462,0.501538,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
485,'2023/04/07 18:29:32:749',5,0.550769,0.587692,0.489231,0.624615,0.593846,0.538462,0.563077,0.532308,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
486,'2023/04/07 18:29:33:152',5,0.433846,0.649231,0.532308,0.556923,0.532308,0.464615,0.433846,0.495385,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
487,'2023/04/07 18:29:33:552',5,0.593846,0.6,0.513846,0.581538,0.501538,0.513846,0.378462,0.495385,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
488,'2023/04/07 18:29:33:954',5,0.723077,0.698462,0.507692,0.532308,0.563077,0.513846,0.409231,0.458462,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
489,'2023/04/07 18:29:34:355',5,0.661538,0.661538,0.618462,0.618462,0.6,0.483077,0.470769,0.526154,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
490,'2023/04/07 18:29:34:754',5,0.532308,0.710769,0.495385,0.692308,0.612308,0.421538,0.495385,0.544615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
491,'2023/04/07 18:29:35:156',5,0.716923,0.68,0.513846,0.538462,0.556923,0.458462,0.415385,0.483077,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
492,'2023/04/07 18:29:35:555',5,0.655385,0.76,0.513846,0.507692,0.569231,0.513846,0.513846,0.532308,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
493,'2023/04/07 18:29:35:958',5,0.606154,0.76,0.526154,0.470769,0.501538,0.452308,0.433846,0.507692,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
494,'2023/04/07 18:29:36:359',5,0.624615,0.803077,0.489231,0.606154,0.544615,0.618462,0.452308,0.544615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
495,'2023/04/07 18:29:36:757',5,0.569231,0.747692,0.501538,0.575385,0.6,0.6,0.513846,0.470769,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
496,'2023/04/07 18:29:37:160',5,0.6,0.698462,0.458462,0.544615,0.563077,0.470769,0.458462,0.495385,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
497,'2023/04/07 18:29:37:560',5,0.550769,0.698462,0.495385,0.513846,0.6,0.501538,0.452308,0.513846,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
498,'2023/04/07 18:29:37:966',5,0.575385,0.790769,0.464615,0.550769,0.575385,0.483077,0.452308,0.556923,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
499,'2023/04/07 18:29:38:363',5,0.612308,0.723077,0.446154,0.501538,0.526154,0.476923,0.415385,0.495385,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
500,'2023/04/07 18:29:38:764',5,0.415385,0.643077,0.452308,0.495385,0.569231,0.452308,0.587692,0.470769,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
501,'2023/04/07 18:29:39:166',5,0.6,0.673846,0.495385,0.464615,0.581538,0.464615,0.476923,0.44,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
502,'2023/04/07 18:29:39:568',5,0.593846,0.655385,0.513846,0.569231,0.544615,0.446154,0.544615,0.44,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
503,'2023/04/07 18:29:39:969',5,0.624615,0.661538,0.501538,0.587692,0.563077,0.464615,0.483077,0.489231,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
504,'2023/04/07 18:29:40:372',5,0.569231,0.630769,0.483077,0.52,0.563077,0.6,0.446154,0.563077,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
505,'2023/04/07 18:29:40:772',5,0.624615,0.655385,0.452308,0.655385,0.606154,0.507692,0.495385,0.630769,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
506,'2023/04/07 18:29:41:171',5,0.495385,0.612308,0.501538,0.593846,0.575385,0.446154,0.507692,0.464615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
507,'2023/04/07 18:29:41:571',5,0.353846,0.667692,0.52,0.587692,0.593846,0.556923,0.489231,0.538462,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
508,'2023/04/07 18:29:41:973',5,0.6,0.692308,0.501538,0.606154,0.544615,0.538462,0.452308,0.452308,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
509,'2023/04/07 18:29:42:374',5,0.612308,0.735385,0.495385,0.612308,0.544615,0.526154,0.501538,0.563077,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
510,'2023/04/07 18:29:42:776',5,0.784615,0.76,0.538462,0.643077,0.550769,0.458462,0.538462,0.483077,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
511,'2023/04/07 18:29:43:175',5,0.636923,0.704615,0.446154,0.6,0.6,0.464615,0.526154,0.464615,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
512,'2023/04/07 18:29:43:577',5,0.636923,0.698462,0.433846,0.538462,0.556923,0.526154,0.489231,0.476923,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
513,'2023/04/07 18:29:43:981',5,0.593846,0.667692,0.52,0.538462,0.452308,0.446154,0.483077,0.507692,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
514,'2023/04/07 18:29:44:378',5,0.556923,0.643077,0.526154,0.495385,0.501538,0.501538,0.396923,0.507692,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
515,'2023/04/07 18:29:44:779',5,0.618462,0.753846,0.446154,0.538462,0.661538,0.52,0.483077,0.52,0,0.8,0.3,0.8,0.702343,0.759843,0.700787,0.645669,0.80315,0.8
